RecordID_1	RecordID_2	Record1_Len	Record2_Len	MaxJaccardContain
group_16030	group_16338	708	873	0.7050147492625368
group_5669	group_108	3177	4122	0.7022561169367652
group_12631	group_8126	993	792	0.7007874015748031
group_5148	group_1209	1149	471	0.6984126984126984
group_7388	nupQ	951	549	0.697495183044316
group_6638	blaELC	1293	1227	0.6967418546365914
group_592	group_4072	2421	234	0.696078431372549
group_16403	cntI~~~rhaT~~~eamA	1131	1167	0.6948228882833788
group_14946	group_1138	2430	1968	0.6811145510835913
group_1008	iS285	489	1281	0.6775599128540305
group_8132	group_16185	2694	288	0.6550387596899225
group_1323	group_9224	1842	10089	0.6539735099337748
group_6757	group_4936	1281	1182	0.6501736111111112
tex	group_8867	2382	2229	0.6466575716234653
group_1611	group_13372	438	567	0.6348039215686274
group_5040	group_5629	1164	5664	0.6313932980599647
group_14015	group_6332	1416	474	0.6252927400468384
group_5599	group_9215	1476	873	0.6215895610913404
araJ~~~abaF	group_6122	1326	1005	0.6133333333333333
group_15721	group_3660	987	273	0.6131687242798354
group_15479	group_9475	600	861	0.6087719298245614
group_13339	group_9224	1197	10089	0.6058269065981148
group_7287	group_9224	957	10089	0.6008629989212514
group_12631	group_16042	993	933	0.5913621262458472
group_14343	group_13702	717	717	0.5764192139737991
group_7776	group_15721	1491	987	0.5736677115987461
group_15650	group_2601	570	363	0.5615615615615616
degP	group_4344	1341	204	0.5574712643678161
group_8916	group_5911	1422	609	0.5474956822107081
group_3937	pchR~~~araC~~~rhaS	246	1071	0.5416666666666666
group_7925	group_40	924	7134	0.5246085011185683
group_15717	group_40	2955	7134	0.5229138166894665
group_3663	group_2173	273	396	0.522633744855967
group_8104	group_16407	1011	852	0.5158150851581509
group_3175	group_1207	315	471	0.5157894736842106
group_1862	group_1316	420	462	0.5102564102564102
group_10449	group_40	7932	7134	0.5050675675675675
group_16207	group_5522	1479	1059	0.5043731778425656
group_10512	group_2343	807	384	0.4971751412429379
group_14571	group_9893	1260	837	0.4969021065675341
group_15727	group_16396	714	717	0.4967105263157895
group_4164	group_16038	222	1278	0.4895833333333333
murF	group_16049	2865	339	0.4886731391585761
group_8361	group_9778	753	843	0.4827109266943292
group_1306	hlyB~~~shlB	1851	1782	0.4606164383561644
group_13407	group_6127	1023	12702	0.45720040281973817
group_1997	group_2352	408	381	0.452991452991453
group_14124	group_3826	258	258	0.4473684210526316
group_730	group_3766	2283	261	0.4458874458874459
group_5457	group_14854	1077	639	0.44499178981937604
group_15987	group_12805	249	1341	0.4292237442922374
group_1740	group_12696	1671	726	0.4281609195402299
group_14435	group_16401	1122	987	0.42424242424242425
group_13408	group_6127	3447	12702	0.4208369915130231
group_3149	group_13827	318	318	0.4166666666666667
group_16049	group_16094	339	252	0.4144144144144144
dsbA	group_16094	702	252	0.4144144144144144
group_15926	ydjI	222	1050	0.4114583333333333
group_5606	group_7287	2058	957	0.4110032362459547
group_4156	group_3617	225	279	0.41025641025641024
group_6603	group_15212	1917	1971	0.4069952305246423
group_14501	group_13397	15177	1341	0.39969488939740655
group_5663	group_2133	1332	396	0.39617486338797814
group_4554	traG	180	2001	0.3933333333333333
group_3501	group_3536	288	285	0.39215686274509803
group_5331	group_13467	693	693	0.38461538461538464
group_16005	bamC	255	1125	0.37777777777777777
group_9702	group_6603	846	1917	0.37745098039215685
group_15727	group_16397	714	624	0.3692870201096892
group_1638	group_1710	438	432	0.36318407960199006
group_15873	group_2421	819	378	0.3620689655172414
group_10337	group_10335	654	417	0.36175710594315247
group_423	group_444	528	528	0.3614457831325301
group_5667	group_16404	1446	915	0.3536723163841808
group_8128	group_8068	1815	8913	0.3477285473920359
group_4798	group_4799	129	129	0.3434343434343434
group_15716	group_6603	534	1917	0.3392857142857143
group_8616	group_12875	690	717	0.33181818181818185
group_2982	group_16188	333	279	0.3293172690763052
group_980	group_10343	489	708	0.3224400871459695
rusA	group_918	528	495	0.3204301075268817
group_4553	group_4576	180	180	0.32
group_13836	group_12284	741	741	0.31926863572433195
group_2652	group_2655	357	357	0.3119266055045872
group_15836	group_14124	258	258	0.31140350877192985
group_4644	group_5724	165	171	0.3111111111111111
group_4221	group_8612	216	207	0.3107344632768362
group_1333	group_8778	462	1119	0.3101851851851852
dsbA	group_16049	702	339	0.3042071197411003
group_93	group_109	561	561	0.295668549905838
group_5450	group_3241	1764	309	0.2939068100358423
group_271	group_5161	2931	1146	0.2939068100358423
group_4583	group_3956	180	246	0.29333333333333333
group_11214	group_11258	780	780	0.292
group_4602	group_4620	174	171	0.2907801418439716
group_5756	group_16407	1032	852	0.29075425790754256
mltG	group_10839	1341	1038	0.2876984126984127
group_866	group_4590	2157	177	0.2857142857142857
group_15836	group_3826	258	258	0.2850877192982456
group_8832	group_16256	2793	2799	0.28447339847991315
group_1149	group_4879	474	111	0.2839506172839506
group_1098	group_1109	480	480	0.2822222222222222
group_4054	group_3831	237	258	0.28019323671497587
group_4554	trbD	180	285	0.28
group_592	group_3770	2421	261	0.27705627705627706
group_10082	group_4493	729	189	0.27672955974842767
group_13407	group_13408	1023	3447	0.27391742195367574
group_15968	group_6056	1023	1011	0.2711518858307849
group_1996	group_4483	408	189	0.2641509433962264
group_9862	group_9990	840	834	0.263681592039801
group_10509	group_15011	807	636	0.2590759075907591
group_4598	group_10928	174	789	0.2569444444444444
group_4253	group_14406	213	252	0.2568306010928962
group_3241	group_16271	309	1698	0.25448028673835127
group_14501	group_9304	15177	867	0.2532855436081243
group_2921	group_16279	336	1092	0.25163398692810457
group_7363	dnaA	1404	1470	0.25036390101892286
group_2102	group_1961	399	411	0.24932249322493225
group_4620	group_4606	171	174	0.24822695035460993
nmrA	group_9475	861	861	0.246690734055355
group_8588	group_4913	432	99	0.2463768115942029
group_5516	group_16038	1059	1278	0.24586977648202138
group_12110	group_12123	747	747	0.24546722454672246
moaA	group_11978	765	1056	0.24489795918367346
group_16397	group_16396	624	717	0.24314442413162707
group_14655	takP	645	1278	0.23902439024390243
group_12110	group_12131	747	747	0.23570432357043236
group_1506	group_2682	447	357	0.23547400611620795
vbhA	group_4326	207	207	0.23163841807909605
group_16022	group_16407	1032	852	0.22871046228710462
group_13283	group_5161	699	1146	0.22720478325859492
group_5855	group_10304	147	816	0.2222222222222222
group_3879	group_4928	252	93	0.2222222222222222
group_16220	group_11001	825	789	0.22134387351778656
group_2795	group_9024	345	1686	0.21904761904761905
group_8694	group_5477	1083	1071	0.21902017291066284
group_1929	group_5466	414	1074	0.21875
creA	group_965	492	492	0.21861471861471862
group_3836	group_5306	255	1107	0.21777777777777776
group_551	group_16208	519	150	0.21666666666666667
group_2348	group_2382	381	381	0.21652421652421652
group_16186	group_5897	1665	5523	0.21529051987767583
group_1657	group_1667	435	435	0.21481481481481482
group_5755	group_9995	1032	834	0.21393034825870647
group_5729	group_16257	891	894	0.21370499419279906
group_5756	group_8104	1032	1011	0.2089704383282365
group_1545	group_2730	444	351	0.2087227414330218
tgt	group_6871	1137	384	0.2062146892655367
group_6213	group_16406	999	1170	0.20536635706914344
group_4821	group_1260	123	1878	0.20430107526881722
group_9540	group_15755	855	891	0.20363636363636364
group_7344	group_3131	954	1380	0.20346320346320346
group_27	dltA	7860	15090	0.2030002752546105
group_9184	group_4223	405	216	0.1989247311827957
group_14647	group_4244	216	216	0.1989247311827957
group_8759	group_13384	384	384	0.1977401129943503
group_3611	group_10662	279	801	0.19678714859437751
group_14511	group_15873	651	819	0.1964573268921095
group_16022	group_8104	1032	1011	0.19571865443425077
group_1067	group_13283	483	699	0.19426048565121412
group_12823	group_2423	1584	378	0.1925287356321839
group_15716	group_15212	534	1971	0.19246031746031747
group_1482	group_13396	1761	693	0.19155354449472098
group_7697	group_8977	1986	882	0.19131455399061034
group_13050	group_16408	969	681	0.19047619047619047
group_7639	group_14266	666	663	0.1895734597156398
aqdA1~~~nlhH	group_8337	921	189	0.18867924528301888
group_1300	group_10366	462	1182	0.1875
group_5450	group_1309	1764	1851	0.1845444059976932
group_1564	group_1580	444	444	0.18115942028985507
group_173	group_15636	552	573	0.18007662835249041
group_14405	group_10853	1377	540	0.1784313725490196
group_16004	group_16213	630	630	0.17833333333333334
group_15272	group_9408	1395	861	0.17809867629362214
group_1076	group_8410	2016	2043	0.17673716012084592
group_15275	group_3176	315	315	0.17543859649122806
group_6845	group_6851	975	975	0.1746031746031746
group_4627	group_4620	168	171	0.17391304347826086
group_4627	group_4602	168	174	0.17391304347826086
group_3319	group_3345	303	303	0.17216117216117216
group_1330	group_1181	462	474	0.1712962962962963
group_15861	group_15858	582	405	0.17066666666666666
group_12123	group_12131	747	747	0.1701534170153417
group_88	group_16025	561	1851	0.1694915254237288
group_4046	group_1181	237	474	0.16908212560386474
group_14774	group_5206	642	1134	0.16666666666666666
group_10838	group_11211	792	780	0.16666666666666666
group_15230	group_10240	1179	1212	0.16623150565709313
group_2598	group_2600	363	363	0.16516516516516516
group_5756	group_16022	1032	1032	0.16467065868263472
group_15234	group_4254	213	213	0.16393442622950818
group_15726	group_16345	141	234	0.16216216216216217
group_13553	group_13951	930	930	0.16
group_14095	group_4998	669	1173	0.15805946791862285
nmrA	group_15479	861	600	0.15789473684210525
group_2776	group_7187	348	1158	0.15723270440251572
group_11254	group_11555	285	273	0.15637860082304528
group_14832	group_14830	927	4053	0.15607580824972128
group_747	group_611	2271	2406	0.15573404730031237
group_9778	group_10462	843	810	0.15512820512820513
group_10284	group_4855	438	114	0.15476190476190477
group_1788	group_1789	426	426	0.15404040404040403
group_1206	group_8705	471	555	0.15192743764172337
group_5642	group_3131	1044	1380	0.15187376725838264
group_13477	group_8841	3672	888	0.15151515151515152
group_7992	group_14678	636	645	0.1485148514851485
group_14502	group_8768	651	651	0.14814814814814814
group_2647	group_15876	357	267	0.14767932489451477
group_15333	group_16396	624	717	0.14736842105263157
group_10803	group_3241	1608	309	0.14695340501792115
group_8132	group_16183	2694	987	0.1452455590386625
group_4627	group_4286	168	210	0.14492753623188406
group_13509	group_2460	690	375	0.14492753623188406
group_14742	group_267	642	2967	0.1437908496732026
group_6269	group_7404	996	951	0.14332247557003258
group_11358	group_9999	900	834	0.14303482587064675
group_5533	group_5538	1056	1056	0.14230019493177387
group_4620	group_4286	171	210	0.14184397163120568
group_15483	group_15494	600	600	0.14035087719298245
group_10604	group_4754	897	144	0.14035087719298245
group_4602	group_4606	174	174	0.1388888888888889
group_4602	group_4286	174	210	0.1388888888888889
group_7681	group_11088	291	291	0.13793103448275862
group_7684	group_11776	300	723	0.13703703703703704
group_6302	group_2742	1443	1440	0.13617021276595745
group_1667	group_1672	435	435	0.13580246913580246
group_15944	group_16038	303	1278	0.13553113553113552
group_15490	fMR2	600	600	0.13508771929824562
group_13461	group_10423	1704	1785	0.13500597371565112
group_13552	group_9517	690	858	0.13484848484848486
cdiA~~~traV	group_13227	216	702	0.13440860215053763
hipA	group_3290	324	1353	0.1326530612244898
group_9568	rsgI2~~~lysM~~~fimV	630	1950	0.13
group_1109	group_16212	480	480	0.1288888888888889
group_1469	group_1485	450	450	0.12857142857142856
group_14068	group_14266	669	663	0.12796208530805686
group_12438	group_6082	735	1008	0.1276595744680851
group_3769	group_13636	261	219	0.12698412698412698
group_16070	group_13636	249	219	0.12698412698412698
group_15859	group_15864	240	180	0.12666666666666668
group_3709	higB	267	303	0.12658227848101267
group_7379	hrgA	954	237	0.12560386473429952
group_1570	group_10423	1722	1785	0.12529550827423167
group_16000	group_2947	360	336	0.12418300653594772
group_14742	group_265	642	2970	0.12418300653594772
group_4321	group_3341	1224	1344	0.12395309882747069
group_8782	group_1795	2121	426	0.12373737373737374
group_5577	group_9077	1353	1587	0.12320483749055178
group_15235	group_9943	861	1098	0.12274368231046931
group_8332	group_9226	447	447	0.1223021582733813
group_14266	group_14184	663	666	0.12164296998420221
group_8616	group_12834	690	720	0.12121212121212122
group_7823	group_4438	660	195	0.12121212121212122
group_5543	group_4784	129	132	0.12121212121212122
group_4427	group_3744	195	264	0.12121212121212122
group_8361	group_10462	753	810	0.12033195020746888
group_1117	group_2682	480	357	0.11926605504587157
group_7986	group_11601	921	963	0.11896745230078563
group_674	group_158	2352	3414	0.11886304909560723
group_3769	group_16070	261	249	0.1187214611872146
group_16410	group_11435	1104	774	0.11853088480801335
group_113	group_4	3984	13473	0.11836115326251896
group_3241	group_1309	309	1851	0.11827956989247312
group_10248	group_2823	633	1428	0.11774461028192372
group_8060	group_672	6234	2364	0.11739502999143102
group_19	group_18	10323	10632	0.11696327538319103
group_12875	group_12834	717	720	0.11644832605531295
group_12732	group_16043	1956	564	0.11610486891385768
group_4913	group_16286	99	396	0.11594202898550725
mdtA	group_11172	1179	783	0.11553784860557768
group_980	mneS	489	978	0.11546840958605664
group_15727	group_15333	714	624	0.11368421052631579
group_4663	group_7057	162	702	0.11363636363636363
group_134	group_13031	558	711	0.11363636363636363
yecD	group_13354	576	609	0.11172161172161173
group_14068	group_14184	669	666	0.11163522012578617
group_9844	group_5130	840	1152	0.1111111111111111
group_9799	group_4539	636	1212	0.11056105610561057
group_15737	group_2140	1815	1557	0.1100196463654224
group_2824	group_3822	345	258	0.10964912280701754
group_15333	group_16397	624	624	0.10947368421052632
group_14779	group_2860	1494	1422	0.10847701149425287
group_8147	group_8530	900	900	0.10804597701149425
group_15963	group_9516	852	858	0.1070559610705596
group_13400	group_13675	693	684	0.10703363914373089
group_6982	group_10130	948	825	0.1069182389937107
group_3036	group_1674	330	435	0.10666666666666667
group_5266	group_5617	1119	1140	0.10560146923783287
group_5642	group_7344	1044	954	0.10497835497835498
group_1623	group_14700	438	282	0.10317460317460317
group_15753	group_12773	672	996	0.102803738317757
group_13459	group_15289	693	717	0.10256410256410256
group_552	group_16347	519	537	0.10224948875255624
group_10580	group_8948	804	885	0.1020671834625323
group_3731	group_4213	267	219	0.10052910052910052
yrdD	group_1071	2031	2022	0.10040160642570281
group_5395	group_134	1086	558	0.10037878787878787
group_7906	group_1485	453	450	0.1
group_16004	group_15352	630	621	0.09983079526226735
insO	group_3805	261	261	0.09956709956709957
group_5450	group_16271	1764	1698	0.09952038369304557
group_7344	group_12962	954	714	0.09941520467836257
group_275	group_14568	543	651	0.09941520467836257
group_3320	group_3354	303	303	0.0989010989010989
group_8245	group_15660	435	684	0.09876543209876543
group_15213	group_15868	477	489	0.09843400447427293
group_14266	group_14205	663	666	0.09794628751974724
group_16013	group_14820	633	642	0.0978441127694859
group_498	group_16258	522	522	0.0975609756097561
group_2108	group_6045	399	399	0.0975609756097561
group_660	group_268	513	546	0.09730848861283643
group_7342	group_4296	1227	1227	0.09690893901420217
group_8916	gluQRS	1422	897	0.09688581314878893
group_14143	group_14144	1641	1083	0.09591642924976258
group_8300	group_4286	177	210	0.09523809523809523
group_4627	group_4606	168	174	0.09420289855072464
group_16271	group_1309	1698	1851	0.09412470023980815
group_13920	group_15170	1359	1638	0.09405568096313018
group_13159	group_15660	702	684	0.09370199692780339
group_2466	group_9522	372	858	0.0935672514619883
group_13372	group_1109	567	480	0.09333333333333334
group_10838	group_14978	792	795	0.09317585301837271
group_12303	group_7663	741	939	0.09282700421940929
group_7639	group_14068	666	669	0.09276729559748427
group_3664	group_4538	1302	1212	0.0922165820642978
group_6127	group_13489	12702	1140	0.0918918918918919
group_14417	group_14793	654	642	0.0915032679738562
icdM	group_13881	2229	2229	0.0904956798544793
group_9542	group_439	1119	528	0.09036144578313253
group_3551	group_1220	285	1902	0.09019607843137255
group_199	group_9712	552	552	0.09003831417624521
group_3164	group_7568	1374	1368	0.08968609865470852
group_10100	group_10074	825	828	0.08930817610062892
group_1493	group_12962	1755	714	0.0891812865497076
group_2406	group_2374	378	381	0.08908045977011494
group_660	group_275	513	543	0.08902691511387163
group_14672	group_11258	777	780	0.08835341365461848
group_15966	group_15427	609	609	0.08808290155440414
dppC	group_9501	822	858	0.08712121212121213
group_14676	group_14854	762	639	0.08702791461412152
group_9719	group_9738	846	846	0.08700980392156862
group_4627	group_16235	168	186	0.08695652173913043
group_16096	group_10545	894	1386	0.08680555555555555
group_11356	group_12962	774	714	0.08625730994152046
group_7906	group_1469	453	450	0.08571428571428572
group_4527	group_13347	1212	1191	0.08527131782945736
group_3541	group_12710	1320	1086	0.08522727272727272
group_15861	group_10452	582	810	0.08514492753623189
group_15883	group_15933	336	366	0.08496732026143791
group_13461	group_1570	1704	1722	0.08482676224611709
group_6382	group_6312	990	996	0.084375
group_887	group_900	495	495	0.08387096774193549
group_10229	group_8151	921	915	0.08361581920903954
group_9220	group_8518	2292	2301	0.08355437665782493
group_36	group_39	7455	7176	0.08351745470614229
group_4164	group_15944	222	303	0.08333333333333333
group_2228	blaI	390	390	0.08333333333333333
group_15954	group_15953	894	402	0.08333333333333333
group_14511	group_2421	651	378	0.08333333333333333
group_4844	group_4906	1188	1185	0.08225108225108226
group_1330	group_4046	462	237	0.0821256038647343
group_14672	group_11214	777	780	0.08165997322623829
group_9230	group_6250	1698	1752	0.0815347721822542
group_1506	group_1117	447	480	0.0815347721822542
group_13091	trbF	705	705	0.08148148148148149
group_9451	group_4715	171	153	0.08130081300813008
group_2266	group_2173	387	396	0.08123249299719888
group_2458	group_2506	1494	1488	0.08093278463648834
group_2518	group_8949	897	885	0.08070175438596491
group_8388	group_9579	855	855	0.08
group_5642	group_12224	1044	744	0.07983193277310924
group_2370	group_1206	381	471	0.07977207977207977
group_9220	group_13570	2292	1752	0.07897793263646923
group_14835	group_15294	639	639	0.07881773399014778
group_1970	group_16211	411	411	0.07874015748031496
group_7222	group_7236	960	960	0.07849462365591398
group_4620	group_16235	171	186	0.07801418439716312
group_9995	group_13031	834	711	0.07782672540381791
group_4274	group_11261	210	576	0.07777777777777778
group_949	group_566	2115	2439	0.0776978417266187
group_2407	group_6096	378	2544	0.07758620689655173
group_9778	group_5755	843	1032	0.07749077490774908
group_2253	group_2265	1530	1530	0.07733333333333334
group_14068	group_14205	669	666	0.0770440251572327
group_5755	group_10462	1032	810	0.07692307692307693
group_3345	group_3347	303	303	0.07692307692307693
group_3196	group_3332	312	303	0.07692307692307693
group_11088	group_3393	291	297	0.07662835249042145
group_7276	group_5383	957	1089	0.07659115426105717
group_3143	group_10411	318	606	0.0763888888888889
group_16018	group_15189	816	1209	0.07633587786259542
group_981	group_941	489	495	0.07625272331154684
group_731	group_737	2283	2274	0.07620320855614973
group_1644	group_747	1701	2271	0.07600239377618193
group_5167	group_13322	1143	1158	0.07547169811320754
motA	motA~~~pomA	867	891	0.07526881720430108
group_15230	group_4936	1179	1182	0.07484769364664925
group_8510	group_13508	900	900	0.07471264367816093
group_422	group_441	528	528	0.07429718875502007
group_5990	group_15266	1014	2280	0.0741869918699187
group_5815	group_4211	1029	219	0.07407407407407407
group_1317	group_5263	462	1119	0.07407407407407407
group_16097	group_8813	747	1254	0.07391910739191074
virD2	group_13730	1992	1992	0.07390417940876656
ispE	group_13766	942	681	0.07373271889400922
group_15274	group_15295	627	627	0.07370184254606366
fixA	group_12021	750	750	0.07361111111111111
group_389	group_16092	534	534	0.07341269841269842
trmN6	group_5260	1110	1119	0.07314814814814814
group_5529	group_5538	1056	1056	0.07309941520467836
group_3136	group_16210	318	318	0.07291666666666667
asnC	group_13202	513	513	0.07246376811594203
araC~~~glxA~~~cdhR	group_16187	981	99	0.07246376811594203
group_609	group_607	2406	2409	0.0723905723905724
group_1326	group_2231	1839	390	0.07222222222222222
group_1536	group_2583	444	363	0.07207207207207207
group_3420	group_568	1335	2439	0.07203065134099616
group_38	group_42	7305	6984	0.07161345987920621
group_8339	group_3341	1470	1344	0.0715372907153729
group_9965	group_13896	825	813	0.07151979565772669
group_723	group_749	507	507	0.07127882599580712
group_10922	group_11725	789	858	0.07114624505928854
group_7756	mdtL	933	1233	0.07087486157253599
group_2253	group_2285	1530	1527	0.07080828323313293
group_5580	group_9592	1050	1050	0.07058823529411765
group_14412	group_12123	654	747	0.07051282051282051
group_15279	group_13307	627	627	0.07035175879396985
group_7042	group_6590	984	984	0.07023060796645703
group_4382	group_4719	201	1197	0.07017543859649122
group_15483	group_15490	600	600	0.07017543859649122
group_13985	group_13995	672	672	0.07009345794392523
group_2274	group_3663	387	273	0.06995884773662552
group_11254	group_3653	285	273	0.06995884773662552
group_7761	group_3585	933	1317	0.06976744186046512
group_1557	group_3519	444	288	0.06976744186046512
group_4602	group_16235	174	186	0.06944444444444445
group_3713	group_3951	267	246	0.06944444444444445
group_6274	group_6294	996	996	0.06935817805383022
group_3394	codB	1338	1329	0.06928406466512702
group_15605	group_14874	579	639	0.0692167577413479
group_6774	group_2583	975	363	0.06906906906906907
group_2414	group_2424	378	378	0.06896551724137931
group_1098	group_16212	480	480	0.06888888888888889
group_15692	group_4164	219	222	0.06878306878306878
group_9945	group_10002	834	834	0.06840796019900497
group_10133	group_14836	903	834	0.06840796019900497
group_2348	group_2363	381	381	0.06837606837606838
group_8119	group_6642	915	441	0.0681265206812652
group_7623	group_7846	939	930	0.06777777777777778
group_10320	group_350	2709	2712	0.0675625233296006
group_3730	group_3732	267	267	0.06751054852320675
group_6238	group_15721	534	987	0.06746031746031746
group_13	group_16	12360	10989	0.06731579440127329
group_12911	group_10845	714	792	0.06725146198830409
group_5610	group_4607	1197	1206	0.06683804627249357
group_13816	group_13848	678	678	0.06635802469135803
group_8269	group_13408	1011	3447	0.06625891946992865
group_3430	group_3814	294	258	0.06578947368421052
group_4221	group_4251	216	213	0.06557377049180328
group_951	group_10163	492	489	0.06535947712418301
group_16028	group_16039	633	336	0.06535947712418301
group_14746	group_14786	642	642	0.06535947712418301
group_8766	group_8767	321	321	0.06529209621993128
group_3476	group_1065	291	2031	0.06513409961685823
group_3453	group_3476	291	291	0.06513409961685823
group_14946	group_586	2430	2427	0.06508135168961202
ybtQ	group_4708	1827	153	0.06504065040650407
group_9357	group_3791	1278	1287	0.06490384615384616
group_8694	group_5007	1083	1170	0.06457739791073125
group_2362	group_15744	381	372	0.06432748538011696
group_12698	group_13102	792	792	0.06430446194225722
group_12515	group_12527	732	732	0.0641025641025641
group_10386	group_16397	813	624	0.06398537477148081
group_14648	group_14649	1050	1413	0.06372549019607843
group_14579	group_8663	2139	897	0.06343713956170703
group_3708	group_3713	267	267	0.06329113924050633
group_4345	yojI	204	1653	0.06321839080459771
group_8064	group_11701	918	765	0.06258503401360545
group_5081	group_5449	1158	1080	0.06190476190476191
group_10410	group_10412	810	810	0.06153846153846154
group_14184	group_14205	666	666	0.06132075471698113
group_12078	group_12965	732	759	0.06125356125356125
group_8300	group_16235	177	186	0.061224489795918366
group_15421	group_2677	609	357	0.06116207951070336
group_8115	rhaT	915	960	0.061016949152542375
group_13126	group_6765	705	705	0.06074074074074074
group_5025	group_12671	1167	1167	0.06068601583113457
group_4914	group_3496	96	288	0.06060606060606061
group_12256	group_12272	741	741	0.06047819971870605
group_5642	group_5005	1044	1170	0.0601577909270217
group_4286	group_14817	210	180	0.06
group_8667	group_11337	1185	1116	0.05985267034990792
group_13496	group_2458	1134	1494	0.059782608695652176
group_14075	group_14104	669	669	0.0594679186228482
rsmD	ftsY	738	1425	0.059322033898305086
group_2711	group_578	1446	519	0.05930470347648262
group_15659	group_5832	1026	1026	0.05923694779116466
group_11356	group_1493	774	1755	0.05913978494623656
group_15962	group_11684	759	765	0.05898491083676269
group_1611	group_1109	438	480	0.058823529411764705
group_9778	group_13031	843	711	0.05873715124816446
group_887	group_914	495	495	0.05806451612903226
group_14027	group_14107	669	669	0.057902973395931145
group_10104	group_10079	825	828	0.05786163522012579
group_15592	group_1114	582	480	0.057777777777777775
group_14000	group_4822	636	1191	0.057755775577557754
group_4286	group_16235	210	186	0.057692307692307696
group_15727	group_10386	714	813	0.057663125948406675
group_2391	group_12835	378	381	0.05747126436781609
group_14715	group_13455	705	693	0.05731523378582202
parB	group_14418	2037	2067	0.057299451918286
group_9451	group_4570	171	180	0.05673758865248227
group_6859	group_7467	972	948	0.05664488017429194
group_2116	group_2119	1566	1566	0.056640625
group_5870	group_4493	582	189	0.05660377358490566
group_5333	group_6210	1101	1002	0.056584362139917695
group_4251	group_8612	213	207	0.05649717514124294
group_2306	group_426	384	528	0.05649717514124294
group_2694	group_1371	1449	1815	0.05637773079633545
group_6769	group_12693	1179	726	0.05603448275862069
group_8105	group_15335	915	621	0.05583756345177665
group_5632	group_4108	1164	228	0.05555555555555555
group_2471	group_785	372	2235	0.05555555555555555
group_198	group_2892	552	1419	0.05555555555555555
group_8361	group_5755	753	1032	0.05532503457814661
repA	group_9946	849	861	0.054945054945054944
group_265	group_267	2970	2967	0.05481784133469527
group_12708	group_13729	723	669	0.054773082942097026
group_15378	group_15509	615	597	0.054673721340388004
acdA	group_4608	1206	1206	0.05442176870748299
group_5755	group_13031	1032	711	0.05433186490455213
group_4570	group_4687	180	159	0.05426356589147287
phoQ	group_9191	1173	2982	0.0542432195975503
group_444	group_14977	528	528	0.05421686746987952
group_11806	group_5651	990	1050	0.05416666666666667
group_12868	group_12883	717	717	0.053857350800582245
group_16052	group_3458	1332	1332	0.053763440860215055
group_11388	group_10444	774	780	0.053763440860215055
group_6818	group_2252	1521	1533	0.05365526492287056
group_3472	group_3345	291	303	0.05363984674329502
group_3319	group_3472	303	291	0.05363984674329502
group_11287	group_14978	777	795	0.0535475234270415
bet	group_9564	867	855	0.05333333333333334
group_8382	group_14083	669	669	0.053208137715179966
group_437	group_13393	2553	2574	0.053111375346809354
group_747	group_639	2271	2391	0.05310129406514949
group_15224	group_1788	426	426	0.05303030303030303
group_5660	group_12044	1335	1341	0.052873563218390804
group_5849	group_856	636	2169	0.052805280528052806
group_9746	group_10089	846	828	0.05263157894736842
group_10386	group_15333	813	624	0.05263157894736842
group_168	group_8650	552	525	0.052525252525252523
group_2547	group_3397	366	297	0.052434456928838954
